"code";"url";"product_name";"packaging";"brand"
"8076802085943";"https://world-fr.openfoodfacts.org/produit/8076802085943";"Sedani rigati";"In scatola";"Barilla"
"8076800356106";"https://world-fr.openfoodfacts.org/produit/8076800356106";"Sorprese all'uovo";"Carta";"Barilla"
"4061458003841";"https://world-fr.openfoodfacts.org/produit/4061458003841";"Spaghetti";"Beutel,Kunststoff";"Barilla Cucina,Cucina,Barilla"
"76808004007";"https://world-fr.openfoodfacts.org/produit/0076808004007";"Spaghetti";"boîte";"Barilla"
"76808020052";"https://world-fr.openfoodfacts.org/produit/0076808020052";"Spaghetti";"carton,boîte,plastique";"Barilla"
"8076809572200";"https://world-fr.openfoodfacts.org/produit/8076809572200";"Spaghetti 3 Minuti";"Sachet plastique,paquet";"Barilla"
"8076809572750";"https://world-fr.openfoodfacts.org/produit/8076809572750";"Spaghetti 5 céréales";"pack";"Barilla"
"8076809577021";"https://world-fr.openfoodfacts.org/produit/8076809577021";"Spaghetti de lentilles corail";"boîte carton,sec";"Barilla"
"8076800105056";"https://world-fr.openfoodfacts.org/produit/8076800105056";"Spaghetti n.5";"boite,carton,paquet,karton,karton-s,Packung(en)";"Barilla"
"8001850501336";"https://world-fr.openfoodfacts.org/produit/8001850501336";"Spaghetti n.5";"fr:Plastic film";"Barilla"
"8076800195057";"https://world-fr.openfoodfacts.org/produit/8076800195057";"Spaghetti n°5";"carton,Karton,21 PAP,boite,unidad,Packung(en),pacchetto,producto";"Barilla"
"8076809527682";"https://world-fr.openfoodfacts.org/produit/8076809527682";"Spaghetti N°5";"carton,boîte,plastique";"Barilla"
"8076809543101";"https://world-fr.openfoodfacts.org/produit/8076809543101";"Spaghetti n°5 barilla";"packet";"Barilla"
"2000000050687";"https://world-fr.openfoodfacts.org/produit/2000000050687";"spaghetti n5 Barilla grano duro";"carta";"Barilla"
"2000000050686";"https://world-fr.openfoodfacts.org/produit/2000000050686";"spaghetti n5 Barilla senza glutine";"carta";"Barilla"
"8076809532204";"https://world-fr.openfoodfacts.org/produit/8076809532204";"Spaghetti n5 intégrale";"sachet,plastique";"Barilla"
"8076809515191";"https://world-fr.openfoodfacts.org/produit/8076809515191";"spaghetti no 7";"plastico";"barilla"
"8076804215058";"https://world-fr.openfoodfacts.org/produit/8076804215058";"Spaghetti nº5";"Plastica,Plastic";"Barilla"
"8076809545440";"https://world-fr.openfoodfacts.org/produit/8076809545440";"Spaghetti sans gluten";"fr:Carton,nl:PAP 21,fr:Point vert,it:Astuccio cartoncino raccolta carta,carton, boîte";"Barilla"
"8076809535243";"https://world-fr.openfoodfacts.org/produit/8076809535243";"Spaghettini n.3";"plastique";"Barilla"
"76808020076";"https://world-fr.openfoodfacts.org/produit/0076808020076";"Spaghettoni n. 7";"boite carton";"Barilla"
"8076809532891";"https://world-fr.openfoodfacts.org/produit/8076809532891";"Specialità gnocchetti sardi";"Carton";"Barilla"
"2000000048836";"https://world-fr.openfoodfacts.org/produit/2000000048836";"Spicchi di sole";"carta";"Mulino Bianco,barilla"
"8076809542586";"https://world-fr.openfoodfacts.org/produit/8076809542586";"Spicchi di Sole";"Carta";"Barilla,Mulino Bianco"
"8076809573344";"https://world-fr.openfoodfacts.org/produit/8076809573344";"Spighe integrali";"paquet";"Barilla"
"8007290130747";"https://world-fr.openfoodfacts.org/produit/8007290130747";"Stelline N°74";"Produkt";"Barilla"
"8076809513456";"https://world-fr.openfoodfacts.org/produit/8076809513456";"sugo con pomodoro e basilico";"vetro";"Barilla"
"8076808201064";"https://world-fr.openfoodfacts.org/produit/8076808201064";"Tagliatelle all'uovo";"Boite";"Barilla"
"8076809571586";"https://world-fr.openfoodfacts.org/produit/8076809571586";"Tagliatelle sans gluten";"product, boîte";"Barilla "
"8076809523721";"https://world-fr.openfoodfacts.org/produit/8076809523721";"Tagliatelles aux épinards";"sec,carton";"Barilla,barilla collezione"
"8076809572828";"https://world-fr.openfoodfacts.org/produit/8076809572828";"Tarallucci";"Sac papier";"Barilla, Mulino Bianco"
"8076809507103";"https://world-fr.openfoodfacts.org/produit/8076809507103";"Tarallucci";"Carta";"Barilla,Mulino Bianco"
"3228850001283";"https://world-fr.openfoodfacts.org/produit/3228850001283";"Toasts briochés pour foie gras";"Frais,Sachet plastique, paquet";"Harrys,Barilla"
"3228850000071";"https://world-fr.openfoodfacts.org/produit/3228850000071";"Toasts pour canapés";"sachet";"Harrys,Barilla"
"8076809529631";"https://world-fr.openfoodfacts.org/produit/8076809529631";"Torinesi";"carton";"Barilla"
"8076809532716";"https://world-fr.openfoodfacts.org/produit/8076809532716";"Torsades Integrale 100% Blé complet ";"Boîte,Carton";"Barilla"
"8076809241489";"https://world-fr.openfoodfacts.org/produit/8076809241489";"Tortellini Emiliani";"Sachet,Plastique,Frais";"Barilla"
"8076809546041";"https://world-fr.openfoodfacts.org/produit/8076809546041";"Tortellini viande et sauce tomate";"Carton,Barquette,Plastique";"Barilla"
"8076809571210";"https://world-fr.openfoodfacts.org/produit/8076809571210";"Tortiglioni";"Bolsa de plastico";"Barilla"
"76808518290";"https://world-fr.openfoodfacts.org/produit/0076808518290";"Tri-color rotini, enriched macaroni product";"box";"Barilla,Barilla America  Inc."
"8076809569408";"https://world-fr.openfoodfacts.org/produit/8076809569408";"Vitlök & Örter";"GL 70,Glass,Jar,FE 40,Metal,Cap";"Barilla"
"7300400245005";"https://world-fr.openfoodfacts.org/produit/7300400245005";"Wasa Frukost";"papier";"Wasa,Barilla"
"7300400126021";"https://world-fr.openfoodfacts.org/produit/7300400126021";"Wasa Julknäcke";"81 PapPet,Green dot";"Wasa,Barilla"
"7300400121187";"https://world-fr.openfoodfacts.org/produit/7300400121187";"Wasa Krögarens";"81 PapPet,Green dot";"Wasa,Barilla"
"76808280746";"https://world-fr.openfoodfacts.org/produit/0076808280746";"Ziti pasta";"box";"Barilla, Barilla America  Inc."
"14451810";"https://world-fr.openfoodfacts.org/produit/14451810";"πέννες από κόκκινες φακές";"paper";"barilla"
"3400932913282";"https://ddsd";"Biseptine";"plastique";"Biseptine"
"7613035833302";"https://world-fr.openfoodfacts.org/produit/3017627454106";"Perrier fines bulles";"Bouteille, plastique";"Perrier"
